time,atenna,motusTagID,sig
2021-09-18 22:30:42,1,57952,-86
2021-09-18 22:30:42,1,57951,-108
2021-09-18 22:30:49,1,57951,-84
2021-09-18 22:30:55,1,57951,-77
2021-09-18 22:31:00,1,57951,-104
2021-09-18 22:31:03,1,57951,-83
2021-09-18 22:31:04,1,57951,-80
2021-09-18 22:31:06,1,57952,-107
2021-09-18 22:31:07,1,57951,-107
2021-09-18 22:31:09,1,57951,-78
2021-09-18 22:31:10,1,57952,-104
2021-09-18 22:31:11,1,57952,-78
2021-09-18 22:31:26,1,57952,-85
2021-09-18 22:43:29,2,57951,-108
2021-09-18 22:43:34,2,57951,-108
2021-09-18 22:43:40,2,57951,-105
2021-09-18 23:01:12,1,57951,-78
2021-09-18 23:02:10,1,57951,-90
2021-09-18 23:02:15,1,57951,-96
2021-09-18 23:02:18,1,57951,-90
2021-09-18 23:02:24,1,57952,-93
2021-09-18 23:02:25,1,57951,-106
2021-09-18 23:02:26,1,57952,-74
2021-09-18 23:02:27,1,57951,-96
2021-09-18 23:02:28,1,57951,-84
2021-09-18 23:03:02,1,57951,-100
2021-09-18 23:03:06,1,57951,-95
2021-09-18 23:03:07,1,57951,-85
2021-09-18 23:03:09,1,57951,-93
2021-09-18 23:03:10,1,57952,-95
2021-09-18 23:03:10,1,57951,-103
2021-09-18 23:03:11,1,57952,-105
2021-09-18 23:03:13,1,57951,-94
2021-09-18 23:11:46,1,57951,-86
2021-09-18 23:11:46,1,57952,-89
2021-09-18 23:11:48,1,57951,-107
2021-09-18 23:11:49,1,57951,-91
2021-09-18 23:11:51,1,57951,-101
2021-09-18 23:11:53,1,57951,-94
2021-09-18 23:11:54,1,57952,-91
2021-09-18 23:11:55,1,57951,-96
2021-09-18 23:11:56,1,57951,-97
2021-09-18 23:11:57,1,57952,-95
2021-09-18 23:11:57,1,57951,-107
2021-09-18 23:11:58,1,57951,-106
2021-09-18 23:12:00,1,57951,-84
2021-09-18 23:12:01,1,57951,-84
2021-09-18 23:12:04,1,57952,-85
2021-09-18 23:12:04,1,57951,-107
2021-09-18 23:12:05,1,57951,-105
2021-09-18 23:12:08,1,57951,-106
2021-09-18 23:12:09,1,57951,-80
2021-09-18 23:12:09,1,57952,-82
2021-09-18 23:12:10,1,57951,-105
2021-09-18 23:12:10,1,57952,-107
2021-09-18 23:12:11,1,57951,-86
2021-09-18 23:12:13,1,57951,-68
2021-09-18 23:12:14,1,57951,-106
2021-09-18 23:12:15,1,57951,-104
2021-09-18 23:12:17,1,57952,-76
2021-09-18 23:12:19,1,57951,-84
2021-09-18 23:12:19,1,57952,-92
2021-09-18 23:12:20,1,57951,-79
2021-09-18 23:12:21,1,57952,-98
2021-09-18 23:12:22,1,57952,-103
2021-09-18 23:12:23,1,57951,-106
2021-09-18 23:12:23,1,57952,-88
2021-09-18 23:12:24,1,57951,-82
2021-09-18 23:12:25,1,57951,-79
2021-09-18 23:12:27,1,57951,-102
2021-09-18 23:12:27,1,57952,-101
2021-09-18 23:12:28,1,57951,-82
2021-09-18 23:12:29,1,57952,-84
2021-09-18 23:12:30,1,57952,-82
2021-09-18 23:12:31,1,57952,-84
2021-09-18 23:12:32,1,57951,-72
2021-09-18 23:12:32,1,57952,-84
2021-09-18 23:12:33,1,57951,-82
2021-09-18 23:12:34,1,57951,-83
2021-09-18 23:12:35,1,57952,-84
2021-09-18 23:12:36,1,57951,-83
2021-09-18 23:12:36,2,57951,-99
2021-09-18 23:12:36,1,57952,-84
2021-09-18 23:12:37,1,57951,-100
2021-09-18 23:12:38,1,57952,-79
2021-09-18 23:12:38,1,57951,-104
2021-09-18 23:12:39,1,57952,-101
2021-09-18 23:12:40,1,57951,-104
2021-09-18 23:12:40,1,57952,-107
2021-09-18 23:12:41,1,57951,-91
2021-09-18 23:12:41,2,57951,-104
2021-09-18 23:12:42,1,57952,-85
2021-09-18 23:12:42,1,57951,-83
2021-09-18 23:12:43,1,57952,-84
2021-09-18 23:12:43,2,57951,-102
2021-09-18 23:12:43,1,57951,-88
2021-09-18 23:12:44,1,57952,-83
2021-09-18 23:12:44,1,57951,-104
2021-09-18 23:12:44,2,57951,-107
2021-09-18 23:12:46,1,57951,-104
2021-09-18 23:12:46,1,57952,-77
2021-09-18 23:12:47,1,57952,-87
2021-09-18 23:12:47,1,57951,-85
2021-09-18 23:12:48,1,57952,-107
2021-09-18 23:12:48,1,57951,-104
2021-09-18 23:12:50,1,57952,-89
2021-09-18 23:12:50,1,57951,-105
2021-09-18 23:12:51,1,57952,-81
2021-09-18 23:12:52,2,57951,-98
2021-09-18 23:12:52,1,57951,-81
2021-09-18 23:12:54,1,57951,-80
2021-09-18 23:12:55,1,57952,-90
2021-09-18 23:12:55,1,57951,-95
2021-09-18 23:12:56,2,57952,-101
2021-09-18 23:12:56,1,57952,-106
2021-09-18 23:12:56,1,57951,-80
2021-09-18 23:12:57,2,57951,-98
2021-09-18 23:12:57,1,57951,-83
2021-09-18 23:12:57,2,57952,-100
2021-09-18 23:12:57,1,57952,-81
2021-09-18 23:12:59,1,57951,-78
2021-09-18 23:12:59,1,57952,-72
2021-09-18 23:13:00,1,57951,-81
2021-09-18 23:13:00,1,57952,-89
2021-09-18 23:13:01,1,57951,-82
2021-09-18 23:13:02,1,57952,-105
2021-09-18 23:13:03,2,57951,-99
2021-09-18 23:13:03,1,57952,-105
2021-09-18 23:13:03,1,57951,-92
2021-09-18 23:13:04,1,57951,-79
2021-09-18 23:13:04,1,57952,-103
2021-09-18 23:13:05,2,57951,-104
2021-09-18 23:13:05,1,57951,-84
2021-09-18 23:13:06,2,57952,-107
2021-09-18 23:13:06,1,57952,-94
2021-09-18 23:13:06,2,57951,-102
2021-09-18 23:13:06,1,57951,-104
2021-09-18 23:13:07,1,57952,-86
2021-09-18 23:13:08,1,57951,-98
2021-09-18 23:13:08,1,57952,-92
2021-09-18 23:13:09,1,57952,-76
2021-09-18 23:13:09,2,57952,-95
2021-09-18 23:13:09,1,57951,-87
2021-09-18 23:13:09,2,57951,-107
2021-09-18 23:13:10,1,57951,-89
2021-09-18 23:13:10,2,57951,-105
2021-09-18 23:13:11,1,57952,-85
2021-09-18 23:13:11,2,57952,-101
2021-09-18 23:13:11,1,57951,-95
2021-09-18 23:13:12,1,57952,-91
2021-09-18 23:13:13,1,57951,-80
2021-09-18 23:13:13,1,57952,-85
2021-09-18 23:13:14,2,57951,-96
2021-09-18 23:13:14,1,57951,-83
2021-09-18 23:13:15,1,57951,-81
2021-09-18 23:13:15,2,57951,-101
2021-09-18 23:13:15,1,57952,-105
2021-09-18 23:13:15,2,57952,-104
2021-09-18 23:13:16,2,57952,-90
2021-09-18 23:13:16,1,57952,-74
2021-09-18 23:13:17,1,57951,-104
2021-09-18 23:13:17,1,57952,-78
2021-09-18 23:13:17,2,57952,-94
2021-09-18 23:13:18,1,57951,-87
2021-09-18 23:13:18,2,57951,-98
2021-09-18 23:13:18,2,57952,-97
2021-09-18 23:13:18,1,57952,-81
2021-09-18 23:13:19,1,57951,-82
2021-09-18 23:13:19,2,57951,-102
2021-09-18 23:13:20,1,57952,-83
2021-09-18 23:13:20,1,57951,-90
2021-09-18 23:13:21,2,57952,-103
2021-09-18 23:13:21,1,57952,-84
2021-09-18 23:13:22,2,57951,-101
2021-09-18 23:13:22,1,57951,-85
2021-09-18 23:13:23,2,57951,-103
2021-09-18 23:13:23,1,57951,-82
2021-09-18 23:13:24,1,57952,-78
2021-09-18 23:13:24,1,57951,-80
2021-09-18 23:13:24,2,57951,-98
2021-09-18 23:13:25,1,57952,-77
2021-09-18 23:13:26,2,57951,-94
2021-09-18 23:13:26,1,57951,-80
2021-09-18 23:13:27,1,57952,-81
2021-09-18 23:13:27,1,57951,-85
2021-09-18 23:13:28,1,57952,-83
2021-09-18 23:13:28,1,57951,-104
2021-09-18 23:13:29,1,57951,-80
2021-09-18 23:13:29,1,57952,-78
2021-09-18 23:13:29,2,57952,-96
2021-09-18 23:13:31,1,57951,-80
2021-09-18 23:13:33,1,57951,-107
2021-09-18 23:13:34,1,57952,-90
2021-09-18 23:13:35,1,57951,-87
2021-09-18 23:13:36,1,57952,-82
2021-09-18 23:22:03,1,57951,-89
2021-09-18 23:22:08,1,57951,-87
2021-09-18 23:22:12,1,57951,-95
2021-09-18 23:22:13,1,57952,-91
2021-09-18 23:22:17,1,57952,-86
2021-09-18 23:22:17,1,57951,-106
2021-09-18 23:22:19,1,57951,-86
2021-09-18 23:22:21,1,57951,-86
2021-09-18 23:22:22,1,57952,-89
2021-09-18 23:22:22,1,57951,-105
2021-09-18 23:22:23,1,57952,-95
2021-09-18 23:22:24,1,57951,-88
2021-09-18 23:22:25,1,57951,-83
2021-09-18 23:22:26,1,57952,-88
2021-09-18 23:22:26,1,57951,-84
2021-09-18 23:22:28,1,57951,-86
2021-09-18 23:22:29,1,57952,-86
2021-09-18 23:22:29,1,57951,-94
2021-09-18 23:22:30,1,57952,-90
2021-09-18 23:22:30,1,57951,-105
2021-09-18 23:22:31,1,57952,-86
2021-09-18 23:22:33,1,57952,-84
2021-09-18 23:22:34,1,57951,-106
2021-09-18 23:22:35,1,57952,-107
2021-09-18 23:22:35,1,57951,-85
2021-09-18 23:22:36,1,57952,-106
2021-09-18 23:22:37,1,57951,-100
2021-09-18 23:22:38,1,57952,-99
2021-09-18 23:22:39,1,57952,-82
2021-09-18 23:22:39,1,57951,-106
2021-09-18 23:22:40,1,57952,-87
2021-09-18 23:22:40,1,57951,-84
2021-09-18 23:22:42,1,57952,-86
2021-09-18 23:22:42,1,57951,-104
2021-09-18 23:22:43,1,57952,-85
2021-09-18 23:22:43,1,57951,-78
2021-09-18 23:22:44,1,57952,-87
2021-09-18 23:22:44,1,57951,-81
2021-09-18 23:22:46,1,57952,-80
2021-09-18 23:22:47,1,57951,-83
2021-09-18 23:22:47,1,57952,-86
2021-09-18 23:22:48,1,57951,-88
2021-09-18 23:22:48,1,57952,-99
2021-09-18 23:22:49,1,57951,-83
2021-09-18 23:22:50,1,57952,-106
2021-09-18 23:22:51,1,57951,-90
2021-09-18 23:22:51,1,57952,-85
2021-09-18 23:22:52,1,57951,-84
2021-09-18 23:22:53,1,57951,-103
2021-09-18 23:22:54,1,57951,-81
2021-09-18 23:22:54,1,57952,-81
2021-09-18 23:22:55,1,57952,-82
2021-09-18 23:22:56,1,57951,-90
2021-09-18 23:22:57,1,57951,-89
2021-09-18 23:22:58,1,57951,-86
2021-09-18 23:22:59,1,57952,-89
2021-09-18 23:23:00,1,57951,-85
2021-09-18 23:23:00,1,57952,-85
2021-09-18 23:23:01,1,57951,-87
2021-09-18 23:23:01,1,57952,-84
2021-09-18 23:23:02,1,57951,-104
2021-09-18 23:23:03,1,57952,-79
2021-09-18 23:23:04,1,57952,-78
2021-09-18 23:23:04,1,57951,-95
2021-09-18 23:23:05,1,57951,-82
2021-09-18 23:23:05,1,57952,-90
2021-09-18 23:23:06,1,57951,-90
2021-09-18 23:23:07,1,57952,-87
2021-09-18 23:23:07,1,57951,-85
2021-09-18 23:23:08,1,57952,-82
2021-09-18 23:23:09,1,57951,-86
2021-09-18 23:23:10,1,57952,-106
2021-09-18 23:23:10,1,57951,-87
2021-09-18 23:23:11,1,57951,-103
2021-09-18 23:23:11,1,57952,-88
2021-09-18 23:23:12,1,57951,-88
2021-09-18 23:23:12,1,57952,-82
2021-09-18 23:23:13,1,57952,-91
2021-09-18 23:23:14,1,57951,-93
2021-09-18 23:23:15,1,57952,-86
2021-09-18 23:23:15,1,57951,-94
2021-09-18 23:23:16,1,57952,-89
2021-09-18 23:23:16,1,57951,-90
2021-09-18 23:23:17,1,57952,-89
2021-09-18 23:23:17,1,57951,-103
2021-09-18 23:23:19,1,57952,-90
2021-09-18 23:23:19,1,57951,-103
2021-09-18 23:23:20,1,57951,-97
2021-09-18 23:23:21,1,57951,-92
2021-09-18 23:23:21,1,57952,-105
2021-09-18 23:23:23,1,57951,-91
2021-09-18 23:23:23,1,57952,-105
2021-09-18 23:23:24,1,57952,-94
2021-09-18 23:23:24,1,57951,-97
2021-09-18 23:23:25,1,57952,-89
2021-09-18 23:23:25,1,57951,-92
2021-09-18 23:23:27,1,57952,-86
2021-09-18 23:23:27,1,57951,-103
2021-09-18 23:23:28,1,57951,-85
2021-09-18 23:23:28,1,57952,-79
2021-09-18 23:23:29,1,57952,-106
2021-09-18 23:23:29,1,57951,-81
2021-09-18 23:23:30,1,57951,-85
2021-09-18 23:23:31,1,57952,-104
2021-09-18 23:23:32,1,57951,-87
2021-09-18 23:23:32,1,57952,-89
2021-09-18 23:23:33,1,57951,-84
2021-09-18 23:23:33,1,57952,-83
2021-09-18 23:23:34,1,57951,-81
2021-09-18 23:23:35,1,57952,-87
2021-09-18 23:23:36,1,57951,-85
2021-09-18 23:23:36,1,57952,-101
2021-09-18 23:23:37,1,57952,-105
2021-09-18 23:23:37,1,57951,-91
2021-09-18 23:23:38,1,57951,-84
2021-09-18 23:23:38,1,57952,-71
2021-09-18 23:23:39,1,57951,-90
2021-09-18 23:23:40,1,57952,-104
2021-09-18 23:23:40,1,57951,-86
2021-09-18 23:23:41,1,57952,-92
2021-09-18 23:23:42,1,57951,-83
2021-09-18 23:23:42,1,57952,-91
2021-09-18 23:23:43,1,57951,-81
2021-09-18 23:23:44,1,57951,-91
2021-09-18 23:23:44,1,57952,-90
2021-09-18 23:23:45,1,57952,-86
2021-09-18 23:23:46,1,57951,-88
2021-09-18 23:23:47,1,57952,-86
2021-09-18 23:23:47,1,57951,-78
2021-09-18 23:23:48,1,57952,-90
2021-09-18 23:23:48,1,57951,-87
2021-09-18 23:23:49,1,57952,-84
2021-09-18 23:23:50,1,57951,-75
2021-09-18 23:23:50,1,57952,-84
2021-09-18 23:23:51,1,57951,-78
2021-09-18 23:23:52,1,57952,-80
2021-09-18 23:23:52,1,57951,-81
2021-09-18 23:23:53,1,57952,-83
2021-09-18 23:23:54,1,57952,-78
2021-09-18 23:23:55,1,57951,-102
2021-09-18 23:23:56,1,57952,-80
2021-09-18 23:23:56,1,57951,-84
2021-09-18 23:23:57,1,57952,-80
2021-09-18 23:23:57,1,57951,-102
2021-09-18 23:23:58,1,57952,-83
2021-09-18 23:23:59,1,57951,-83
2021-09-18 23:23:59,1,57952,-84
2021-09-18 23:24:00,1,57951,-96
2021-09-18 23:24:01,1,57952,-80
2021-09-18 23:24:01,1,57951,-79
2021-09-18 23:24:02,1,57952,-79
2021-09-18 23:24:03,1,57951,-81
2021-09-18 23:24:04,1,57951,-104
2021-09-18 23:24:05,1,57951,-105
2021-09-18 23:32:13,1,57951,-86
2021-09-18 23:32:29,1,57951,-80
2021-09-18 23:32:33,1,57951,-92
2021-09-18 23:32:38,1,57951,-76
2021-09-18 23:32:39,1,57951,-94
2021-09-18 23:32:49,1,57951,-77
2021-09-18 23:32:51,1,57951,-85
2021-09-18 23:32:54,1,57951,-84
2021-09-18 23:32:56,1,57951,-85
2021-09-18 23:32:57,1,57951,-84
2021-09-18 23:32:58,1,57951,-93
2021-09-18 23:33:00,1,57951,-80
2021-09-18 23:33:04,1,57951,-87
2021-09-18 23:33:05,1,57951,-95
2021-09-18 23:33:07,1,57951,-80
2021-09-18 23:33:10,1,57951,-86
2021-09-18 23:33:14,1,57951,-79
2021-09-18 23:33:15,1,57951,-88
2021-09-18 23:33:16,1,57951,-80
2021-09-18 23:33:16,1,57952,-108
2021-09-18 23:33:17,1,57951,-105
2021-09-18 23:33:19,1,57951,-80
2021-09-18 23:33:20,1,57952,-84
2021-09-18 23:33:20,1,57951,-88
2021-09-18 23:33:21,1,57951,-95
2021-09-18 23:33:23,1,57951,-84
2021-09-18 23:33:23,1,57952,-108
2021-09-18 23:33:24,1,57951,-86
2021-09-18 23:33:25,1,57951,-96
2021-09-18 23:33:26,1,57952,-84
2021-09-18 23:33:27,1,57951,-84
2021-09-18 23:33:28,1,57951,-105
2021-09-18 23:33:29,1,57951,-102
2021-09-18 23:33:29,1,57952,-104
2021-09-18 23:33:30,1,57951,-84
2021-09-18 23:33:32,1,57951,-90
2021-09-18 23:33:33,1,57951,-87
2021-09-18 23:33:34,1,57951,-87
2021-09-18 23:33:36,1,57951,-91
2021-09-18 23:33:36,1,57952,-91
2021-09-18 23:33:37,1,57951,-85
2021-09-18 23:33:38,1,57952,-99
2021-09-18 23:33:38,1,57951,-87
2021-09-18 23:33:39,1,57952,-103
2021-09-18 23:33:39,1,57951,-88
2021-09-18 23:33:40,1,57952,-92
2021-09-18 23:33:40,1,57951,-104
2021-09-18 23:33:41,1,57952,-93
2021-09-18 23:33:42,1,57951,-94
2021-09-18 23:33:43,1,57952,-97
2021-09-18 23:33:43,1,57951,-100
2021-09-18 23:33:44,1,57951,-97
2021-09-18 23:33:46,1,57951,-104
2021-09-18 23:33:47,1,57952,-98
2021-09-18 23:33:47,1,57951,-98
2021-09-18 23:33:48,1,57952,-92
2021-09-18 23:33:48,1,57951,-103
2021-09-18 23:33:49,1,57952,-88
2021-09-18 23:33:50,1,57951,-96
2021-09-18 23:33:51,1,57951,-89
2021-09-18 23:33:51,1,57952,-107
2021-09-18 23:33:52,1,57951,-89
2021-09-18 23:33:52,1,57952,-106
2021-09-18 23:33:53,1,57952,-104
2021-09-18 23:33:53,1,57951,-103
2021-09-18 23:33:55,1,57952,-71
2021-09-18 23:33:55,1,57951,-104
2021-09-18 23:33:56,1,57952,-81
2021-09-18 23:33:56,1,57951,-103
2021-09-18 23:33:57,1,57952,-80
2021-09-18 23:33:57,1,57951,-103
2021-09-18 23:33:59,1,57952,-102
2021-09-18 23:34:00,1,57952,-106
2021-09-18 23:34:00,1,57951,-103
2021-09-18 23:34:01,1,57951,-79
2021-09-18 23:34:01,1,57952,-106
2021-09-18 23:34:03,1,57951,-103
2021-09-18 23:34:03,1,57952,-105
